timestamp,current_mA,power_mW,voltage_V
2026-06-10T00:48:46.961Z,95.61,315.513,3.3
2026-06-10T00:48:47.162Z,98.76,325.908,3.3
2026-06-10T00:48:47.364Z,95.53,315.249,3.3
2026-06-10T00:48:47.564Z,77.3,255.09,3.3
2026-06-10T00:48:47.767Z,54.96,181.368,3.3
2026-06-10T00:48:47.970Z,20.05,66.165,3.3
2026-06-10T00:48:48.170Z,1.61,5.313,3.3
2026-06-10T00:48:48.371Z,0.11,0.363,3.3
2026-06-10T00:48:48.571Z,0.04,0.132,3.3
2026-06-10T00:48:48.774Z,0.01,0.033,3.3
2026-06-10T00:48:48.975Z,0.01,0.033,3.3
2026-06-10T00:48:49.176Z,0.01,0.033,3.3
2026-06-10T00:48:49.377Z,0.01,0.033,3.3
2026-06-10T00:48:49.579Z,0.01,0.033,3.3
2026-06-10T00:48:49.780Z,0.02,0.066,3.3
2026-06-10T00:48:49.982Z,0.01,0.033,3.3
2026-06-10T00:48:50.183Z,0.01,0.033,3.3
2026-06-10T00:48:50.385Z,0.02,0.066,3.3
2026-06-10T00:48:50.587Z,0.02,0.066,3.3
2026-06-10T00:48:50.789Z,0.02,0.066,3.3
2026-06-10T00:48:50.991Z,0.02,0.066,3.3
2026-06-10T00:48:51.193Z,0.02,0.066,3.3
2026-06-10T00:48:51.394Z,0.01,0.033,3.3
2026-06-10T00:48:51.595Z,0.01,0.033,3.3
2026-06-10T00:48:51.796Z,0.01,0.033,3.3
2026-06-10T00:48:51.998Z,0.01,0.033,3.3
2026-06-10T00:48:52.199Z,0.01,0.033,3.3
2026-06-10T00:48:52.401Z,0.01,0.033,3.3
2026-06-10T00:48:52.603Z,0.01,0.033,3.3
2026-06-10T00:48:52.805Z,0.02,0.066,3.3
2026-06-10T00:48:53.006Z,0.02,0.066,3.3
2026-06-10T00:48:53.206Z,0.02,0.066,3.3
2026-06-10T00:48:53.410Z,0.02,0.066,3.3
2026-06-10T00:48:53.609Z,0.02,0.066,3.3
2026-06-10T00:48:53.811Z,0.02,0.066,3.3
2026-06-10T00:48:54.013Z,0.01,0.033,3.3
2026-06-10T00:48:54.213Z,0.01,0.033,3.3
2026-06-10T00:48:54.414Z,0.01,0.033,3.3
2026-06-10T00:48:54.616Z,0.01,0.033,3.3
2026-06-10T00:48:54.818Z,0.01,0.033,3.3
2026-06-10T00:48:55.020Z,0.01,0.033,3.3
2026-06-10T00:48:55.221Z,0.01,0.033,3.3
2026-06-10T00:48:55.422Z,0.01,0.033,3.3
2026-06-10T00:48:55.623Z,0.01,0.033,3.3
2026-06-10T00:48:55.823Z,0.01,0.033,3.3
2026-06-10T00:48:56.025Z,0.01,0.033,3.3
2026-06-10T00:48:56.226Z,0.01,0.033,3.3
2026-06-10T00:48:56.428Z,0.02,0.066,3.3
2026-06-10T00:48:56.629Z,0.02,0.066,3.3
2026-06-10T00:48:56.830Z,0.02,0.066,3.3
2026-06-10T00:48:57.031Z,0.02,0.066,3.3
2026-06-10T00:48:57.232Z,0.02,0.066,3.3
2026-06-10T00:48:57.437Z,0.01,0.033,3.3
2026-06-10T00:48:57.636Z,0.01,0.033,3.3
2026-06-10T00:48:57.839Z,0.01,0.033,3.3
2026-06-10T00:48:58.041Z,0.02,0.066,3.3
2026-06-10T00:48:58.242Z,0.02,0.066,3.3
2026-06-10T00:48:58.445Z,0.02,0.066,3.3
2026-06-10T00:48:58.647Z,0.02,0.066,3.3
2026-06-10T00:48:58.848Z,0.02,0.066,3.3
2026-06-10T00:48:59.049Z,0.01,0.033,3.3
2026-06-10T00:48:59.251Z,0.01,0.033,3.3
2026-06-10T00:48:59.453Z,0.01,0.033,3.3
2026-06-10T00:48:59.654Z,0.02,0.066,3.3
2026-06-10T00:48:59.857Z,0.02,0.066,3.3
2026-06-10T00:49:00.058Z,0.01,0.033,3.3
2026-06-10T00:49:00.260Z,0.02,0.066,3.3
2026-06-10T00:49:00.462Z,0.01,0.033,3.3
2026-06-10T00:49:00.664Z,0.01,0.033,3.3
2026-06-10T00:49:00.865Z,0.01,0.033,3.3
2026-06-10T00:49:01.067Z,0.02,0.066,3.3
2026-06-10T00:49:01.268Z,0.02,0.066,3.3
2026-06-10T00:49:01.470Z,0.02,0.066,3.3
2026-06-10T00:49:01.671Z,0.02,0.066,3.3
2026-06-10T00:49:01.873Z,0.01,0.033,3.3
2026-06-10T00:49:02.073Z,0.01,0.033,3.3
2026-06-10T00:49:02.276Z,0.01,0.033,3.3
2026-06-10T00:49:02.478Z,0.01,0.033,3.3
2026-06-10T00:49:02.677Z,0.01,0.033,3.3
2026-06-10T00:49:02.880Z,0.02,0.066,3.3
2026-06-10T00:49:03.083Z,0.03,0.099,3.3
2026-06-10T00:49:03.284Z,0.02,0.066,3.3
2026-06-10T00:49:03.484Z,0.02,0.066,3.3
2026-06-10T00:49:03.685Z,0.01,0.033,3.3
2026-06-10T00:49:03.886Z,0.01,0.033,3.3
2026-06-10T00:49:04.087Z,0.01,0.033,3.3
2026-06-10T00:49:04.289Z,0.01,0.033,3.3
2026-06-10T00:49:04.490Z,0.01,0.033,3.3
2026-06-10T00:49:04.691Z,0.02,0.066,3.3
2026-06-10T00:49:04.892Z,0.02,0.066,3.3
2026-06-10T00:49:05.094Z,0.02,0.066,3.3
2026-06-10T00:49:05.295Z,0.02,0.066,3.3
2026-06-10T00:49:05.498Z,0.02,0.066,3.3
2026-06-10T00:49:05.698Z,0.01,0.033,3.3
2026-06-10T00:49:05.900Z,0.01,0.033,3.3
2026-06-10T00:49:06.101Z,0.02,0.066,3.3
2026-06-10T00:49:06.302Z,0.02,0.066,3.3
2026-06-10T00:49:06.504Z,0.02,0.066,3.3
2026-06-10T00:49:06.706Z,0.02,0.066,3.3
2026-06-10T00:49:06.907Z,0.01,0.033,3.3
2026-06-10T00:49:07.108Z,0.01,0.033,3.3
2026-06-10T00:49:07.310Z,0.02,0.066,3.3
2026-06-10T00:49:07.512Z,0.02,0.066,3.3
2026-06-10T00:49:07.713Z,0.02,0.066,3.3
2026-06-10T00:49:07.915Z,0.02,0.066,3.3
2026-06-10T00:49:08.118Z,0.01,0.033,3.3
2026-06-10T00:49:08.318Z,0.01,0.033,3.3
2026-06-10T00:49:08.519Z,0.01,0.033,3.3
2026-06-10T00:49:08.720Z,0.01,0.033,3.3
2026-06-10T00:49:08.920Z,0.01,0.033,3.3
2026-06-10T00:49:09.121Z,0.01,0.033,3.3
2026-06-10T00:49:09.323Z,0.01,0.033,3.3
2026-06-10T00:49:09.524Z,0.02,0.066,3.3
2026-06-10T00:49:09.724Z,0.02,0.066,3.3
2026-06-10T00:49:09.925Z,0.02,0.066,3.3
2026-06-10T00:49:10.127Z,0.02,0.066,3.3
2026-06-10T00:49:10.327Z,0.02,0.066,3.3
2026-06-10T00:49:10.529Z,0.02,0.066,3.3
2026-06-10T00:49:10.731Z,0.01,0.033,3.3
2026-06-10T00:49:10.932Z,0.01,0.033,3.3
2026-06-10T00:49:11.134Z,0.02,0.066,3.3
2026-06-10T00:49:11.335Z,0.02,0.066,3.3
2026-06-10T00:49:11.536Z,0.02,0.066,3.3
2026-06-10T00:49:11.737Z,0.02,0.066,3.3
2026-06-10T00:49:11.939Z,0.02,0.066,3.3
2026-06-10T00:49:12.141Z,0.01,0.033,3.3
2026-06-10T00:49:12.342Z,0.02,0.066,3.3
2026-06-10T00:49:12.544Z,0.01,0.033,3.3
2026-06-10T00:49:12.745Z,0.02,0.066,3.3
2026-06-10T00:49:12.946Z,0.02,0.066,3.3
2026-06-10T00:49:13.148Z,0.02,0.066,3.3
2026-06-10T00:49:13.350Z,0.02,0.066,3.3
2026-06-10T00:49:13.550Z,0.01,0.033,3.3
2026-06-10T00:49:13.750Z,0.01,0.033,3.3
2026-06-10T00:49:13.952Z,0.01,0.033,3.3
2026-06-10T00:49:14.155Z,0.01,0.033,3.3
2026-06-10T00:49:14.357Z,0.01,0.033,3.3
2026-06-10T00:49:14.559Z,0.02,0.066,3.3
2026-06-10T00:49:14.761Z,0.02,0.066,3.3
2026-06-10T00:49:14.963Z,0.02,0.066,3.3
2026-06-10T00:49:15.165Z,0.02,0.066,3.3
2026-06-10T00:49:15.367Z,0.02,0.066,3.3
2026-06-10T00:49:15.567Z,0.02,0.066,3.3
2026-06-10T00:49:15.770Z,0.02,0.066,3.3
2026-06-10T00:49:15.970Z,0.02,0.066,3.3
2026-06-10T00:49:16.171Z,0.01,0.033,3.3
2026-06-10T00:49:16.372Z,0.01,0.033,3.3
2026-06-10T00:49:16.574Z,0.01,0.033,3.3
2026-06-10T00:49:16.774Z,0.01,0.033,3.3
2026-06-10T00:49:16.977Z,0.01,0.033,3.3
2026-06-10T00:49:17.179Z,0.02,0.066,3.3
2026-06-10T00:49:17.380Z,0.02,0.066,3.3
2026-06-10T00:49:17.582Z,0.02,0.066,3.3
2026-06-10T00:49:17.783Z,0.02,0.066,3.3
2026-06-10T00:49:17.985Z,0.01,0.033,3.3
2026-06-10T00:49:18.187Z,0.01,0.033,3.3
2026-06-10T00:49:18.388Z,0.01,0.033,3.3
2026-06-10T00:49:18.589Z,0.01,0.033,3.3
2026-06-10T00:49:18.790Z,0.02,0.066,3.3
2026-06-10T00:49:18.990Z,0.02,0.066,3.3
2026-06-10T00:49:19.193Z,0.02,0.066,3.3
2026-06-10T00:49:19.395Z,0.01,0.033,3.3
2026-06-10T00:49:19.595Z,0.01,0.033,3.3
2026-06-10T00:49:19.797Z,0.01,0.033,3.3
2026-06-10T00:49:19.998Z,0.02,0.066,3.3
2026-06-10T00:49:20.198Z,0.02,0.066,3.3
2026-06-10T00:49:20.399Z,0.02,0.066,3.3
2026-06-10T00:49:20.600Z,0.02,0.066,3.3
2026-06-10T00:49:20.800Z,0.02,0.066,3.3
2026-06-10T00:49:21.001Z,0.02,0.066,3.3
2026-06-10T00:49:21.204Z,0.01,0.033,3.3
2026-06-10T00:49:21.406Z,0.01,0.033,3.3
2026-06-10T00:49:21.608Z,0.01,0.033,3.3
2026-06-10T00:49:21.809Z,0.02,0.066,3.3
2026-06-10T00:49:22.011Z,0.02,0.066,3.3
2026-06-10T00:49:22.212Z,0.02,0.066,3.3
2026-06-10T00:49:22.415Z,0.01,0.033,3.3
2026-06-10T00:49:22.614Z,0.01,0.033,3.3
2026-06-10T00:49:22.814Z,0.01,0.033,3.3
2026-06-10T00:49:23.015Z,0.02,0.066,3.3
2026-06-10T00:49:23.218Z,0.02,0.066,3.3
2026-06-10T00:49:23.421Z,0.02,0.066,3.3
2026-06-10T00:49:23.620Z,0.01,0.033,3.3
2026-06-10T00:49:23.823Z,0.01,0.033,3.3
2026-06-10T00:49:24.024Z,0.01,0.033,3.3
2026-06-10T00:49:24.225Z,0.01,0.033,3.3
2026-06-10T00:49:24.426Z,0.01,0.033,3.3
2026-06-10T00:49:24.626Z,0.02,0.066,3.3
2026-06-10T00:49:24.827Z,0.02,0.066,3.3
2026-06-10T00:49:25.029Z,0.02,0.066,3.3
2026-06-10T00:49:25.231Z,0.02,0.066,3.3
2026-06-10T00:49:25.433Z,0.02,0.066,3.3
2026-06-10T00:49:25.635Z,0.02,0.066,3.3
2026-06-10T00:49:25.836Z,0.02,0.066,3.3
2026-06-10T00:49:26.039Z,0.02,0.066,3.3
2026-06-10T00:49:26.241Z,0.02,0.066,3.3
2026-06-10T00:49:26.447Z,0.01,0.033,3.3
2026-06-10T00:49:26.649Z,0.01,0.033,3.3
2026-06-10T00:49:26.849Z,0.01,0.033,3.3
2026-06-10T00:49:27.052Z,0.02,0.066,3.3
2026-06-10T00:49:27.252Z,0.02,0.066,3.3
2026-06-10T00:49:27.454Z,0.02,0.066,3.3
2026-06-10T00:49:27.654Z,0.01,0.033,3.3
2026-06-10T00:49:27.856Z,0.01,0.033,3.3
2026-06-10T00:49:28.057Z,0.01,0.033,3.3
2026-06-10T00:49:28.257Z,0.01,0.033,3.3
2026-06-10T00:49:28.459Z,0.01,0.033,3.3
2026-06-10T00:49:28.662Z,0.02,0.066,3.3
2026-06-10T00:49:28.863Z,0.02,0.066,3.3
2026-06-10T00:49:29.064Z,0.02,0.066,3.3
2026-06-10T00:49:29.265Z,0.02,0.066,3.3
2026-06-10T00:49:29.466Z,0.02,0.066,3.3
2026-06-10T00:49:29.668Z,0.02,0.066,3.3
2026-06-10T00:49:29.868Z,0.01,0.033,3.3
2026-06-10T00:49:30.070Z,0.01,0.033,3.3
2026-06-10T00:49:30.272Z,0.01,0.033,3.3
2026-06-10T00:49:30.472Z,0.02,0.066,3.3
2026-06-10T00:49:30.674Z,0.02,0.066,3.3
2026-06-10T00:49:30.876Z,0.02,0.066,3.3
2026-06-10T00:49:31.077Z,0.02,0.066,3.3
2026-06-10T00:49:31.278Z,0.01,0.033,3.3
2026-06-10T00:49:31.478Z,0.01,0.033,3.3
2026-06-10T00:49:31.680Z,0.01,0.033,3.3
2026-06-10T00:49:31.882Z,0.01,0.033,3.3
2026-06-10T00:49:32.082Z,0.01,0.033,3.3
2026-06-10T00:49:32.284Z,0.01,0.033,3.3
2026-06-10T00:49:32.485Z,0.01,0.033,3.3
2026-06-10T00:49:32.686Z,0.01,0.033,3.3
2026-06-10T00:49:32.886Z,0.01,0.033,3.3
2026-06-10T00:49:33.088Z,0.01,0.033,3.3
2026-06-10T00:49:33.289Z,0.01,0.033,3.3
2026-06-10T00:49:33.489Z,0.01,0.033,3.3
2026-06-10T00:49:33.691Z,0.01,0.033,3.3
2026-06-10T00:49:33.893Z,0.01,0.033,3.3
2026-06-10T00:49:34.097Z,0.01,0.033,3.3
2026-06-10T00:49:34.298Z,0.01,0.033,3.3
2026-06-10T00:49:34.499Z,0,0,3.3
2026-06-10T00:49:34.699Z,0.01,0.033,3.3
2026-06-10T00:49:34.901Z,0.01,0.033,3.3
2026-06-10T00:49:35.103Z,0.01,0.033,3.3
2026-06-10T00:49:35.305Z,0.01,0.033,3.3
2026-06-10T00:49:35.508Z,0.01,0.033,3.3
2026-06-10T00:49:35.709Z,0.01,0.033,3.3
2026-06-10T00:49:35.910Z,0.02,0.066,3.3
2026-06-10T00:49:36.111Z,0.02,0.066,3.3
2026-06-10T00:49:36.313Z,0.02,0.066,3.3
2026-06-10T00:49:36.513Z,0.02,0.066,3.3
2026-06-10T00:49:36.714Z,0.02,0.066,3.3
2026-06-10T00:49:36.915Z,0.01,0.033,3.3
2026-06-10T00:49:37.116Z,0.01,0.033,3.3
2026-06-10T00:49:37.316Z,0.01,0.033,3.3
2026-06-10T00:49:37.517Z,0.01,0.033,3.3
2026-06-10T00:49:37.718Z,0.01,0.033,3.3
2026-06-10T00:49:37.918Z,0.02,0.066,3.3
2026-06-10T00:49:38.121Z,0.02,0.066,3.3
2026-06-10T00:49:38.322Z,0.02,0.066,3.3
2026-06-10T00:49:38.523Z,0.02,0.066,3.3
2026-06-10T00:49:38.725Z,0.01,0.033,3.3
2026-06-10T00:49:38.926Z,0.01,0.033,3.3
2026-06-10T00:49:39.128Z,0.01,0.033,3.3
2026-06-10T00:49:39.329Z,2.64,8.712,3.3
2026-06-10T00:49:39.530Z,43.5,143.55,3.3
2026-06-10T00:49:39.732Z,64.42,212.586,3.3
2026-06-10T00:49:39.932Z,65.2,215.16,3.3
2026-06-10T00:49:40.134Z,66.54,219.582,3.3
2026-06-10T00:49:40.336Z,72.28,238.524,3.3
2026-06-10T00:49:40.538Z,68.77,226.941,3.3
2026-06-10T00:49:40.739Z,57.09,188.397,3.3
2026-06-10T00:49:40.941Z,53.73,177.309,3.3
2026-06-10T00:49:41.142Z,51.65,170.445,3.3
2026-06-10T00:49:41.343Z,55.2,182.16,3.3
2026-06-10T00:49:41.545Z,62.92,207.636,3.3
2026-06-10T00:49:41.746Z,68.19,225.027,3.3
2026-06-10T00:49:41.947Z,67.3,222.09,3.3
2026-06-10T00:49:42.149Z,62.36,205.788,3.3
2026-06-10T00:49:42.350Z,63.68,210.144,3.3
2026-06-10T00:49:42.552Z,64.53,212.949,3.3
2026-06-10T00:49:42.754Z,64.6,213.18,3.3
2026-06-10T00:49:42.955Z,61.31,202.323,3.3
2026-06-10T00:49:43.157Z,63.19,208.527,3.3
2026-06-10T00:49:43.358Z,103.28,340.824,3.3
2026-06-10T00:49:43.560Z,138.84,458.172,3.3
2026-06-10T00:49:43.762Z,111.83,369.039,3.3
2026-06-10T00:49:43.962Z,105.74,348.942,3.3
2026-06-10T00:49:44.165Z,108.87,359.271,3.3
2026-06-10T00:49:44.366Z,110.34,364.122,3.3
2026-06-10T00:49:44.567Z,103.1,340.23,3.3
2026-06-10T00:49:44.768Z,104.85,346.005,3.3
2026-06-10T00:49:44.970Z,100.1,330.33,3.3
2026-06-10T00:49:45.172Z,98.5,325.05,3.3
2026-06-10T00:49:45.372Z,104.03,343.299,3.3
2026-06-10T00:49:45.573Z,119.79,395.307,3.3
2026-06-10T00:49:45.775Z,119.59,394.647,3.3
2026-06-10T00:49:45.976Z,106.44,351.252,3.3
2026-06-10T00:49:46.178Z,95.29,314.457,3.3
2026-06-10T00:49:46.380Z,93.45,308.385,3.3
2026-06-10T00:49:46.582Z,93.45,308.385,3.3
2026-06-10T00:49:46.783Z,95.31,314.523,3.3
2026-06-10T00:49:46.985Z,97.56,321.948,3.3
2026-06-10T00:49:47.187Z,94.52,311.916,3.3
2026-06-10T00:49:47.388Z,75.7,249.81,3.3
2026-06-10T00:49:47.590Z,54.88,181.104,3.3
2026-06-10T00:49:47.792Z,22.91,75.603,3.3
2026-06-10T00:49:47.994Z,1.73,5.709,3.3
2026-06-10T00:49:48.195Z,0.12,0.396,3.3
2026-06-10T00:49:48.397Z,0.04,0.132,3.3
2026-06-10T00:49:48.598Z,0.02,0.066,3.3
2026-06-10T00:49:48.800Z,0.02,0.066,3.3
2026-06-10T00:49:49.001Z,0.02,0.066,3.3
2026-06-10T00:49:49.202Z,0.01,0.033,3.3
2026-06-10T00:49:49.405Z,0.01,0.033,3.3
2026-06-10T00:49:49.606Z,0.01,0.033,3.3
2026-06-10T00:49:49.807Z,0.01,0.033,3.3
2026-06-10T00:49:50.008Z,0,0,3.3
2026-06-10T00:49:50.209Z,0.01,0.033,3.3
2026-06-10T00:49:50.412Z,0.01,0.033,3.3
2026-06-10T00:49:50.612Z,0.01,0.033,3.3
2026-06-10T00:49:50.814Z,0.01,0.033,3.3
2026-06-10T00:49:51.016Z,0.01,0.033,3.3
2026-06-10T00:49:51.216Z,0.01,0.033,3.3
2026-06-10T00:49:51.424Z,0.01,0.033,3.3
2026-06-10T00:49:51.620Z,0,0,3.3
2026-06-10T00:49:51.821Z,0,0,3.3
2026-06-10T00:49:52.023Z,0,0,3.3
2026-06-10T00:49:52.223Z,0.01,0.033,3.3
2026-06-10T00:49:52.424Z,0.01,0.033,3.3
2026-06-10T00:49:52.626Z,0.01,0.033,3.3
2026-06-10T00:49:52.828Z,0.01,0.033,3.3
2026-06-10T00:49:53.030Z,0.01,0.033,3.3
2026-06-10T00:49:53.232Z,0.01,0.033,3.3
2026-06-10T00:49:53.437Z,0.01,0.033,3.3
2026-06-10T00:49:53.637Z,0.01,0.033,3.3
2026-06-10T00:49:53.838Z,0.01,0.033,3.3
2026-06-10T00:49:54.038Z,0.01,0.033,3.3
2026-06-10T00:49:54.240Z,0.01,0.033,3.3
2026-06-10T00:49:54.448Z,0.02,0.066,3.3
2026-06-10T00:49:54.649Z,0.02,0.066,3.3
2026-06-10T00:49:54.850Z,0.02,0.066,3.3
2026-06-10T00:49:55.052Z,0.02,0.066,3.3
2026-06-10T00:49:55.254Z,0.02,0.066,3.3
2026-06-10T00:49:55.456Z,0.01,0.033,3.3
2026-06-10T00:49:55.657Z,0.01,0.033,3.3
2026-06-10T00:49:55.859Z,0.01,0.033,3.3
2026-06-10T00:49:56.059Z,0.01,0.033,3.3
2026-06-10T00:49:56.260Z,0.01,0.033,3.3
2026-06-10T00:49:56.461Z,0.02,0.066,3.3
2026-06-10T00:49:56.663Z,0.02,0.066,3.3
2026-06-10T00:49:56.864Z,0.02,0.066,3.3
2026-06-10T00:49:57.066Z,0.02,0.066,3.3
2026-06-10T00:49:57.268Z,0.01,0.033,3.3
2026-06-10T00:49:57.469Z,0.01,0.033,3.3
2026-06-10T00:49:57.671Z,0.02,0.066,3.3
2026-06-10T00:49:57.873Z,0.02,0.066,3.3
2026-06-10T00:49:58.073Z,0.02,0.066,3.3
2026-06-10T00:49:58.275Z,0.01,0.033,3.3
2026-06-10T00:49:58.477Z,0.02,0.066,3.3
2026-06-10T00:49:58.677Z,0.02,0.066,3.3
2026-06-10T00:49:58.879Z,0.02,0.066,3.3
2026-06-10T00:49:59.082Z,0.02,0.066,3.3
2026-06-10T00:49:59.282Z,0.02,0.066,3.3
2026-06-10T00:49:59.483Z,0.02,0.066,3.3
2026-06-10T00:49:59.685Z,0.02,0.066,3.3
2026-06-10T00:49:59.885Z,0.02,0.066,3.3
2026-06-10T00:50:00.087Z,0.02,0.066,3.3
2026-06-10T00:50:00.289Z,0.01,0.033,3.3
2026-06-10T00:50:00.490Z,0.01,0.033,3.3
2026-06-10T00:50:00.692Z,0.02,0.066,3.3
2026-06-10T00:50:00.893Z,0.02,0.066,3.3
2026-06-10T00:50:01.095Z,0.02,0.066,3.3
2026-06-10T00:50:01.297Z,0.02,0.066,3.3
2026-06-10T00:50:01.498Z,0.02,0.066,3.3
2026-06-10T00:50:01.699Z,0.01,0.033,3.3
2026-06-10T00:50:01.900Z,0.02,0.066,3.3
2026-06-10T00:50:02.102Z,0.02,0.066,3.3
2026-06-10T00:50:02.304Z,0.02,0.066,3.3
2026-06-10T00:50:02.504Z,0.02,0.066,3.3
2026-06-10T00:50:02.707Z,0.02,0.066,3.3
2026-06-10T00:50:02.907Z,0.02,0.066,3.3
2026-06-10T00:50:03.109Z,0.01,0.033,3.3
2026-06-10T00:50:03.311Z,0.01,0.033,3.3
2026-06-10T00:50:03.512Z,0.02,0.066,3.3
2026-06-10T00:50:03.713Z,0.02,0.066,3.3
2026-06-10T00:50:03.914Z,0.02,0.066,3.3
2026-06-10T00:50:04.115Z,0.02,0.066,3.3
2026-06-10T00:50:04.315Z,0.01,0.033,3.3
2026-06-10T00:50:04.518Z,0.01,0.033,3.3
2026-06-10T00:50:04.718Z,0.02,0.066,3.3
2026-06-10T00:50:04.919Z,0.02,0.066,3.3
2026-06-10T00:50:05.119Z,0.02,0.066,3.3
2026-06-10T00:50:05.321Z,0.02,0.066,3.3
2026-06-10T00:50:05.524Z,0.02,0.066,3.3
2026-06-10T00:50:05.725Z,0.01,0.033,3.3
2026-06-10T00:50:05.927Z,0.01,0.033,3.3
2026-06-10T00:50:06.127Z,0.01,0.033,3.3
2026-06-10T00:50:06.328Z,0.01,0.033,3.3
2026-06-10T00:50:06.529Z,0.02,0.066,3.3
2026-06-10T00:50:06.730Z,0.01,0.033,3.3
2026-06-10T00:50:06.931Z,0.02,0.066,3.3
2026-06-10T00:50:07.133Z,0.02,0.066,3.3
2026-06-10T00:50:07.334Z,0.02,0.066,3.3
2026-06-10T00:50:07.534Z,0.02,0.066,3.3
2026-06-10T00:50:07.736Z,0.02,0.066,3.3
2026-06-10T00:50:07.938Z,0.02,0.066,3.3
2026-06-10T00:50:08.139Z,0.01,0.033,3.3
2026-06-10T00:50:08.339Z,0.01,0.033,3.3
2026-06-10T00:50:08.540Z,0.01,0.033,3.3
2026-06-10T00:50:08.742Z,0.02,0.066,3.3
2026-06-10T00:50:08.943Z,0.02,0.066,3.3
2026-06-10T00:50:09.146Z,0.02,0.066,3.3
2026-06-10T00:50:09.347Z,0.02,0.066,3.3
2026-06-10T00:50:09.548Z,0.01,0.033,3.3
2026-06-10T00:50:09.749Z,0.01,0.033,3.3
2026-06-10T00:50:09.950Z,0.01,0.033,3.3
2026-06-10T00:50:10.151Z,0.02,0.066,3.3
2026-06-10T00:50:10.353Z,0.02,0.066,3.3
2026-06-10T00:50:10.555Z,0.02,0.066,3.3
2026-06-10T00:50:10.756Z,0.01,0.033,3.3
2026-06-10T00:50:10.957Z,0.01,0.033,3.3
2026-06-10T00:50:11.158Z,0.02,0.066,3.3
2026-06-10T00:50:11.358Z,0.03,0.099,3.3
2026-06-10T00:50:11.559Z,0.02,0.066,3.3
2026-06-10T00:50:11.761Z,0.02,0.066,3.3
2026-06-10T00:50:11.961Z,0.02,0.066,3.3
2026-06-10T00:50:12.162Z,0.01,0.033,3.3
2026-06-10T00:50:12.363Z,0.01,0.033,3.3
2026-06-10T00:50:12.566Z,0.02,0.066,3.3
2026-06-10T00:50:12.766Z,0.02,0.066,3.3
2026-06-10T00:50:12.969Z,0.02,0.066,3.3
2026-06-10T00:50:13.170Z,0.02,0.066,3.3
2026-06-10T00:50:13.372Z,0.01,0.033,3.3
2026-06-10T00:50:13.572Z,0.01,0.033,3.3
2026-06-10T00:50:13.773Z,0.01,0.033,3.3
2026-06-10T00:50:13.976Z,0.01,0.033,3.3
2026-06-10T00:50:14.176Z,0.02,0.066,3.3
2026-06-10T00:50:14.378Z,0.02,0.066,3.3
2026-06-10T00:50:14.580Z,0.02,0.066,3.3
2026-06-10T00:50:14.781Z,0.02,0.066,3.3
2026-06-10T00:50:14.983Z,0.02,0.066,3.3
2026-06-10T00:50:15.184Z,0.01,0.033,3.3
2026-06-10T00:50:15.385Z,0.01,0.033,3.3
2026-06-10T00:50:15.586Z,0.01,0.033,3.3
2026-06-10T00:50:15.788Z,0.01,0.033,3.3
2026-06-10T00:50:15.988Z,0.02,0.066,3.3
2026-06-10T00:50:16.190Z,0.02,0.066,3.3
2026-06-10T00:50:16.391Z,0.02,0.066,3.3
2026-06-10T00:50:16.592Z,0.02,0.066,3.3
2026-06-10T00:50:16.794Z,0.01,0.033,3.3
2026-06-10T00:50:16.996Z,0.01,0.033,3.3
2026-06-10T00:50:17.198Z,0.01,0.033,3.3
2026-06-10T00:50:17.399Z,0.02,0.066,3.3
2026-06-10T00:50:17.601Z,0.02,0.066,3.3
2026-06-10T00:50:17.801Z,0.02,0.066,3.3
2026-06-10T00:50:18.002Z,0.02,0.066,3.3
2026-06-10T00:50:18.204Z,0.02,0.066,3.3
2026-06-10T00:50:18.404Z,0.01,0.033,3.3
2026-06-10T00:50:18.605Z,0.01,0.033,3.3
2026-06-10T00:50:18.807Z,0.01,0.033,3.3
2026-06-10T00:50:19.008Z,0.02,0.066,3.3
2026-06-10T00:50:19.209Z,0.01,0.033,3.3
2026-06-10T00:50:19.413Z,0.01,0.033,3.3
2026-06-10T00:50:19.612Z,0.01,0.033,3.3
2026-06-10T00:50:19.812Z,0.02,0.066,3.3
2026-06-10T00:50:20.014Z,0.02,0.066,3.3
2026-06-10T00:50:20.217Z,0.02,0.066,3.3
2026-06-10T00:50:20.421Z,0.01,0.033,3.3
2026-06-10T00:50:20.621Z,0.01,0.033,3.3
2026-06-10T00:50:20.823Z,0.01,0.033,3.3
2026-06-10T00:50:21.025Z,0.02,0.066,3.3
2026-06-10T00:50:21.225Z,0.02,0.066,3.3
2026-06-10T00:50:21.427Z,0.02,0.066,3.3
2026-06-10T00:50:21.628Z,0.02,0.066,3.3
2026-06-10T00:50:21.828Z,0.01,0.033,3.3
2026-06-10T00:50:22.029Z,0.01,0.033,3.3
2026-06-10T00:50:22.230Z,0.01,0.033,3.3
2026-06-10T00:50:22.437Z,0.01,0.033,3.3
2026-06-10T00:50:22.639Z,0.02,0.066,3.3
2026-06-10T00:50:22.840Z,0.02,0.066,3.3
2026-06-10T00:50:23.042Z,0.02,0.066,3.3
2026-06-10T00:50:23.243Z,0.02,0.066,3.3
2026-06-10T00:50:23.447Z,0.02,0.066,3.3
2026-06-10T00:50:23.650Z,0.02,0.066,3.3
2026-06-10T00:50:23.850Z,0.02,0.066,3.3
